project_id,title,status,start_date,lead_organisation
238B8210-A8EC-433E-B02B-F576BDD3B84E,Can nature-based climate solutions enhance the resilience of key ecological functions in farmed landscapes?,Active,,UNIVERSITY OF CAMBRIDGE
242E0275-E629-440D-939D-F57A9789400A,Nuclear Physics Consolidated Grant 2023,Active,,UNIVERSITY OF LIVERPOOL
B79EE07F-6ACC-47C3-8E60-F3D7B7993FC2,Elucidating the impact of chitin and chitin-like structures on C. neoformans virulence,Active,,UNIVERSITY OF EXETER
B8813E36-6DFE-488E-A3F7-F47D9D8B75E9,Complex Dopamine Signalling in a Minimal Neural Network,Active,,UNIVERSITY OF CAMBRIDGE
BA3128A2-F97B-4544-8990-F458447BA99B,Food Microbiome and Health: Exploiting current and new mechanistic knowledge from Themes 1 to 3 to design and trial food/microbiome-based interventions,Active,,QUADRAM INSTITUTE BIOSCIENCE
BA86ECDA-0954-4BF1-8071-F396BA5E41B3,Research into Deep Learning for the Control of Concentric Tube Robots and other Continuum Based Robots,Active,,KING'S COLLEGE LONDON
BAC22963-ECB0-496E-BD30-F3B962809F9F,Co-development of theoretical nuclear physics models and machine learning (ML) technique,Active,,UNIVERSITY OF SURREY
450197E8-6588-487E-8ED7-F71738211ACF,Characterizing Molecular Adaptations and Drug Resistance in Leishmania spp. in Thailand: An Integrative Omics Approach to Combat Leishmaniasis,Active,,UNIVERSITY OF GLASGOW
9629AC7D-04BB-40BF-BEC2-F31F36AD75BC,"Differential rotation, inertial waves, and magnetism in simulations of the deep Solar interior",Active,,UNIVERSITY OF LEEDS
00F57A16-721A-432B-8E13-F63106C98F22,Universal TFLN-InP heterogeneous PIC platform (INGENIOUS),Active,,SIVERS PHOTONICS LIMITED
01C62F5F-9632-483E-9051-F621B82D12A0,How do African trypanosomes invade host tissues?,Active,,UNIVERSITY OF YORK
023E85E6-B71F-4442-A53C-F5760F35A494,"Muscles, motor control &amp; mitochondrial superabundance - what's the connection?",Active,,UNIVERSITY OF ABERDEEN
028B1A9F-3E35-4F07-B04A-F58B840E60D8,"Ingenious: UnderstandING the sourcEs, traNsformations and fates of IndOor air pollUtantS",Active,,UNIVERSITY OF SHEFFIELD
02EE846C-2156-42C8-90BB-F53D413B9EB6,SQUEEZE - Maximising Impact of Prescription Drugs in Rheumatoid Arthritis,Active,,QUEEN MARY UNIVERSITY OF LONDON
9ECE6AA7-9DC3-491E-A9D1-F35ED0F9F0A7,Investigating Sampling Approaches to Decision Making,Active,,UNIVERSITY OF WARWICK
9FB56E63-DD0D-4851-BF37-F4D817591CF4,DTO BioFlow - Integration of biodiversity monitoring data into the Digital Twin Ocean,Active,,THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM
0AC8A425-87BF-4056-8C38-F6731325AAAE,Improving molecular pharming with pathogen-derived effectors,Active,,Unknown
0BD8303D-F500-4A46-950F-F705665E3244,Conceptualising and identifying vulnerability and interpreting the appropriate adult safeguard,Active,,CARDIFF UNIVERSITY
0C307618-753A-4D7F-AEA6-F6EC34CB4348,Tuning Zeolite Catalysts using Organic Additives - Molecular Modelling Studies,Active,,CARDIFF UNIVERSITY
30020648-1948-4F58-A61D-F5F16793810A,WISE Horizons,Active,,UNIVERSITY OF YORK
322C83A3-0181-4A12-B23B-F71C081450CB,Epigenetically stable hypomethylated plants to exploit epigenetic diversity,Active,,UNIVERSITY OF BIRMINGHAM
33250783-D2B0-4530-88EC-F639A29329E7,Piloting Underground Storage of Heat In geoThermal reservoirs,Active,,UKRI BRITISH GEOLOGICAL SURVEY
630969D3-8645-4B8A-8C6C-F17515959B9B,The University of Leeds and Hope and Homes For Children KTP 24_25 R1,Active,,THE UNIVERSITY OF LEEDS
58F66393-4956-4569-ADFD-F41236EC01FB,The criminal liability of domestic abuse-induced suicide: the expansion of constructive manslaughter versus the introduction of a new criminal offence,Active,,UNIVERSITY OF BRISTOL
59857A19-01E5-4E98-8423-F4D156E02E23,An Integrated Life-course Approach for Person-centred Solutions and Care for Ageing with Multi-morbidity in the European Regions - STAGE; Stay Healthy Through Ageing,Active,,BETA TECHNOLOGY LIMITED
59A860C2-198E-4C88-B269-F37A95F07E01,Performing the Unseen. A Practice-led exploration of intangible cultural memory through engagement with the Alastair MacLennan Performance Art Archive,Active,,UNIVERSITY OF DUNDEE
FA2D7923-A929-4E5F-8FF9-F19F72D67A99,Flu:Trailmap,Active,,IMPERIAL COLLEGE LONDON
EC8528B0-3A63-4282-A6D6-F3919DE7CA34,UDLA 2527 University of Sussex,Active,,UNIVERSITY OF SUSSEX
EDCC75DF-6DCF-476B-AC61-F373DF66E373,Voters and the British Political System in the Context of Brexit: the British Election Study 2019-2026,Active,,UNIVERSITY OF MANCHESTER
EE6E5A55-3EFD-4A61-A6C0-F4465F7DDA85,GIP programme 2020_25,Active,,EXEMPLAS LTD
882EF473-21EC-495F-B71D-F3FADDE458DF,To be confirmed in Oct 2025,Active,,IMPERIAL COLLEGE LONDON
88DB5526-ACE7-4C01-B60E-F47D491C89E7,Integrating Drivers of Atlantic Productivity (IDAPro),Active,,NATIONAL OCEANOGRAPHY CENTRE
89F4FD6B-091E-4B53-8B7F-F3FA2D028D62,Microscopy and Spectroscopy of Topological Quantum Devices,Active,,IMPERIAL COLLEGE LONDON
F5F89400-92C5-4B6E-AE07-F428B72E4A81,"The State, Gender, and Privacy in India: An Exploration through the Mother and Child Tracking System",Active,,UNIVERSITY OF EDINBURGH
F74BB09B-190F-4615-BCC8-F314486CCCA4,Mapping age-related dysregulation of in vivo synaptic plasticity to molecular synaptic diversity,Active,,IMPERIAL COLLEGE LONDON
F7551B18-907A-49D1-92A6-F3E26C2C7B40,"Integration of Advanced Experiments, Computation and Data for Innovation in Freeze Casting and Advanced Porous Structures",Active,,UNIVERSITY OF LIVERPOOL
F95B0CD3-DF77-4BED-B141-F3671A5474CC,Development of an edge computing device by integrating deep learning model for flame tomographic reconstruction,Active,,UNIVERSITY OF KENT
F9698FF3-8D5C-4D6E-89C2-F389AC755DB0,Unlocking scalable quantum computing with terahertz generation QuanTera,Active,,UNIVERSITY COLLEGE LONDON
25FC858E-B3A3-470C-AF03-F5489E1FDAF8,"Gendering Responses to Extreme Ideologies. A Case Study of British Peace Organisations, 1919-1945.",Active,,UNIVERSITY OF KENT
262EB5DB-21F6-40FF-8A13-F6F07B9B5F3A,ZERO CARBON - Solar forecasting and future sustainable power systems,Active,,UNIVERSITY OF NOTTINGHAM
2662BF29-5675-4EBD-9465-F65622479644,HarwellXPS: A National Research Facility in XPS,Active,,UNIVERSITY COLLEGE LONDON
287BDB2E-F61F-43A1-9253-F51BEDAC73F5,Centre for Doctoral Training in Cyber Security at Royal Holloway: Renewal of the CS-CDT at RHUL,Active,,ROYAL HOLLOWAY UNIVERSITY OF LONDON
923CD6BD-7BE3-4E0F-857F-F4F3FB3C3016,Transforming landscapes: the role of large herbivores in Holocene ecosystem dynamics,Active,,UNIVERSITY OF ST ANDREWS
C2749279-B410-46DC-AE1B-F02425FD6E58,Investigating thermal and mechanical properties of CFRP composites for hydrogen storage applications,Active,,UNIVERSITY OF BRISTOL
C38FEEFD-8B31-4791-B8A3-F0B739CA84B8,AI for UnlockINg DaTasEts foR BiodiVersity AssEssmeNt and PrEdiction (AI-INTERVENE),Active,,UNIVERSITY OF READING
C42385EC-01B3-426D-95E2-EF3C1389D089,"Nature of the beast? Resolving drivers of prey choice, competition and resilience in wolves",Active,,BRITISH GEOLOGICAL SURVEY
3566EF14-8119-406F-97BA-F1D29FD7AEE7,The evolution of metabolic adaptation to environmental change,Active,,UNIVERSITY OF NOTTINGHAM
35941E6E-F12C-4273-B0CC-F212D0470D80,RestPoll: Restoring Pollinator habitats across European agricultural landscapes based on multi-actor participatory approaches,Active,,BUMBLEBEE CONSERVATION TRUST
367A7540-7AF6-48E8-A1EB-F194B064B3F8,Endothelial cells protecting oligodendrocyte progenitor cells from TNFa induced damage,Active,,ASTON UNIVERSITY
58806E68-71E9-4BFE-A708-F2DD1DDAA5C5,From metagenomics to metadata: understanding the social context of vaginal microbiome health across the life course,Active,,UNIVERSITY COLLEGE LONDON
5A61DC47-6F79-4711-BB66-F179A505DB20,Automated Dynamic Flow System for Efficient Mapping of Reaction Design Spaces,Active,,UNIVERSITY OF LEEDS
CDE8D18F-8C16-4E76-B764-EF375B819BE2,Towards a better understanding of cardio and cerebrovascular diseases,Active,,UNIVERSITY COLLEGE LONDON
CE29759E-4F4C-4A4F-8C19-EF5611FC9837,Pricing Options in Nonlinear Markets with Multiple Defaults,Active,,UNIVERSITY OF WARWICK
CE5DC165-C8DE-46B0-A3C4-EF7BD2F73414,COMPHORT,Active,,UNIVERSITY OF BRISTOL
CED9631E-CB64-417A-880E-F01E3A4B0B9B,Aston University and Pulse Power and Measurement Limited KTP 24_25 R5,Active,,ASTON UNIVERSITY
CEF8AD7E-0F19-4314-A3CD-F053005F06A8,"Advancing understanding of Cumulative Impacts on European marine biodiversity, ecosystem functions and services for human wellbeing",Active,,SWANSEA UNIVERSITY
CF0C55E0-7ADE-475F-9103-EF65E43CA0E1,Sustainable Geotechnical Design: Temperature-water-plant-soil coupling for modelling soil inherent heterogeneity under climatic uncertainty due to glo,Active,,UNIVERSITY OF LEEDS
D028F81D-0EED-4049-A6D9-EFE06A7A408C,MESONET: Exploiting in situ protein unfolding to understand and control mesoscopic network formation,Active,,UNIVERSITY OF LEEDS
D0E2C60C-41BC-4775-BD51-F04B6CE69FD6,The Effect of Digital Leadership Training on Digital Transformation in Government: Field Experimental Evidence from Brazil,Active,,UNIVERSITY COLLEGE LONDON
4085626D-162D-4FCC-9E71-F2D3CD12F7B2,A New Effect in Ultrafast X-ray Scattering,Active,,Unknown
418080F6-2652-47AF-8F35-F242EAE8018F,Investigation of TRAIP activity in normal and cancerous cells.,Active,,UNIVERSITY OF BIRMINGHAM
41A88759-B232-409D-94F0-F188236FDB71,DMS-EPSRC INDUCED SUBGRAPHS AND GRAPH STRUCTURE,Active,,Unknown
60999FB7-143C-4FC2-AC9B-F0F89951205D,To me to you developing a push pull system for sustainable management of aphid virus vectors in seed and ware potato crops,Active,,HARPER ADAMS UNIVERSITY
60ADFD1F-2DFC-4F57-84A0-F2F9D9B3CB82,Next Generation Communications Networks and Applications,Active,,UNIVERSITY OF LEEDS
60B08AAE-4154-496B-91D1-F25B3A131707,Elucidating and Exploiting Natural Combinatorial Biosynthesis of Hybrid Polyketide-Nonribosomal Peptide Histone Deacetylase Inhibitors,Active,,UNIVERSITY OF WARWICK
60B6D3BD-44BE-4627-A023-F2AB3D157553,High entropy alloy nanoparticles,Active,,UNIVERSITY OF SOUTHAMPTON
61C59D81-294F-479B-BEFB-F292EED98B82,Deciphering spatial colonisation and pathogenesis of Fusarium oxysporum f. sp. cepae on onions by assessing associated physical and ...,Active,,CRANFIELD UNIVERSITY
61E5C81A-1253-484F-AE6B-F1357BA651B0,CBOIAO: Constructing the 'Barbarian Other' in Attic Oratory of the Fourth Century B.C.E.,Active,,ROYAL HOLLOWAY UNIVERSITY OF LONDON
4225A3B7-16EC-4064-BB22-F2EFF9FCD443,"Hawking - Precision, novelty, and theoretical uncertainties in physics beyond the Standard Model",Active,,UNIVERSITY OF SOUTHAMPTON
4236C401-32A6-4906-BBF7-F198F00A771A,PLACES: Plasticity of perception in real and virtual spaces,Active,,ROYAL HOLLOWAY UNIVERSITY OF LONDON
62C6D726-CC38-4CC7-97E5-F15710378980,Human functional genomics of post-translationally modifying clinical coding variants: FGx-PTMv,Active,,IMPERIAL COLLEGE LONDON
1DC17670-7A77-49DE-B539-F1E9173E849C,"Obesity: Biological, socioCultural, and environmental risk Trajectories (OBCT)",Active,,IMPERIAL COLLEGE LONDON
1E6E5426-5653-4E55-A8C6-F104F9D51BA1,Rapid metagenomic strain profiling of inflammatory bowel disease (IBD) patients via Nanopore sequencing,Active,,UNIVERSITY OF EAST ANGLIA
1EE423EC-E2F4-4AB0-ACE1-F2C45546658A,Metrology of multi-photon states for quantum technology,Active,,CARDIFF UNIVERSITY
206A65AF-40EF-405D-B69D-F184BA522F63,CHESS: Civic Health Equity: from Silos to Systems,Active,,UNIVERSITY OF LIVERPOOL
434D7D8D-6AA5-4DB8-A36C-F0FB075B03B2,A Comprehensive approach to enhance Older adults' Preparedness for Extreme heat (COPE),Active,,UNIVERSITY OF STRATHCLYDE
43E4C60F-F8D3-413E-958F-F159F6076B0F,Revealing Prehistoric Human Behavior: A Novel Biomechanical Study of Paleolithic Ergonomics and Hand-Stone Tool Interactions,Active,,UNIVERSITY OF CAMBRIDGE
441B93E9-8D7D-4FB1-B2C9-F28AB941B96D,ENGINEERING STEROID DRUGS TO TARGET BACTERIAL RESPIRATION,Active,,UNIVERSITY OF KENT
446BDD7E-4396-4F91-8159-F13A0C0CD4E6,Nanoscale quantum physics and quantum information processing with semiconductor quantum dots,Active,,UNIVERSITY OF SHEFFIELD
45786412-FC07-431F-9E64-F1292A5C3E93,Organic Semiconductor Qubits,Active,,UNIVERSITY OF SHEFFIELD
4605DB5E-6030-4D6F-B4D6-F2D8060809E6,Constraining the style of magma-ocean crystallisation by present-day Earth structure: a coupled thermodynamic-geodynamic approach,Active,,UNIVERSITY COLLEGE LONDON
4707A402-6C65-40B5-9565-F1E781FB93DC,STFC Leeds Maths 2023 DTP,Active,,UNIVERSITY OF LEEDS
B7C0AF9B-EA9F-4430-8629-F07E2BC0F1CD,Dissecting the early dysregulation of neuronal output in human neurons: an opportunity for a functional rescue of ALS/FTD,Active,,KING'S COLLEGE LONDON
B84FBFFF-180B-42C8-AC21-EF762DA10679,Atypical Chemokine Receptors orchestrate changes in vascular patterning during fibrotic liver disease via Endothelial-to-Mesenchymal Transition.,Active,,QUEEN MARY UNIVERSITY OF LONDON
B8D7CD46-67D8-4026-85D0-EF94B4143154,Protection of Future Renewable Energy Systems and their Connected Power Networks,Active,,UNIVERSITY OF STRATHCLYDE
B8E2251F-62F7-49D9-A0D1-F0337AF543A1,Modelling Ultrasonic Inspection of Branched Stress Corrosion Cracks using Machine Learning and AI,Active,,UNIVERSITY OF LIVERPOOL
BB0B366F-6745-43DC-A246-EF361C226725,Random Geometry via Volume Minimization,Active,,UNIVERSITY OF WARWICK
BB8D3545-BFC8-464E-BEC1-EF5F1EE4D595,Accelerating genetic improvement of Atlantic salmon using speed breeding and gene editing technologies,Active,,UNIVERSITY OF EDINBURGH
508625AD-B0D6-4A31-BDB6-F274D4F68114,Advancing Low Carbon Fuel Infrastructure: A Quantitative Whole System Approach to Enable Sustainable Energy Solutions and Mobility,Active,,UNIVERSITY OF BATH
519265C2-A553-4D95-883E-F0F81EF2A158,"Eat, heat and listen: on becoming a mammal",Active,,UNIVERSITY OF BRISTOL
29170F57-021C-46B8-BABE-F2FB5743EBD7,'Bones of the Northumbrian landscape: a new zooarchaeology of early medieval Jarrow',Active,,NEWCASTLE UNIVERSITY
2A805E33-FC70-4640-B47E-F128A3446CC3,Geometrical deep learning as a tool to study brain organization,Active,,UNIVERSITY OF CAMBRIDGE
2C34C881-3E3C-4DB7-96CC-F21405ECEF1F,Unravelling drug-gene-phenotype interactions in complex cardiovascular diseases (iCASE),Active,,UNIVERSITY OF NOTTINGHAM
2C880F17-E1A2-4CE4-9FF4-F181A32669C1,Power Struggles: How parasite mitochondria control infection in animals,Active,,UNIVERSITY OF GLASGOW
2CF6E3EB-708D-47EF-8B17-F24CED41F878,Webs of Interacting Paths,Active,,UNIVERSITY OF SHEFFIELD
2D61405C-9EFB-456A-9F70-F0F1031A467A,SeNSS / Understanding Society,Active,,UNIVERSITY OF ESSEX
2DECDEE8-9E69-4698-B240-F295A3DFE89D,HYWAY: Climate impacts of a HYdrogen Economy – the pathWAY to knowledge,Active,,UNIVERSITY OF LEEDS
2EF32E45-0EA1-45E1-82A3-F20766BB9D6F,A policy gap analysis and clinical ethnographic exploration of antimicrobial resistance among refugees and migrants in the UK and Europe,Active,,IMPERIAL COLLEGE LONDON
2EF76DEB-BA72-4D39-95D4-F2493625F1C9,Medieval Saints in Counter-Reformation Italy,Active,,UNIVERSITY OF CAMBRIDGE
2F744F98-CD93-43D4-9708-F10AF8EDA767,University of Reading and Waitrose Limited KTP 23_24 R5,Active,,THE UNIVERSITY OF READING
2FF9714B-6771-4900-9B5B-F2302CC8DD9F,Clouds and climate transitioning to post-fossil aerosol regime (CleanCloud),Active,,UNIVERSITY OF READING
A4314CEE-CF6E-4534-AAF2-EFC030636564,Multi-gap topological physics: from a new geometric perspective to materials,Active,,UNIVERSITY OF MANCHESTER
A59E5155-DF44-4F9A-8386-EF2C5A0FCA7F,Targeted Chemotherapies for Glioblastoma Using Tumour-Specific Activation,Active,,SIFTR BIO LIMITED
A5A011BA-47C7-49AF-A93B-EF6C276E8616,University of Durham and LBBC Limited KTP 22_23 R5,Active,,UNIVERSITY OF DURHAM
A712A237-7AF7-412C-93E7-EFC173195A15,HEAVEN - Hydrogen Engine Architecture Virtually Engineered Novelly,Active,,EASYJET AIRLINE COMPANY LIMITED
130B7173-005A-481C-9AF4-F0F71094EBBD,IMPRESSION and GAMES NMR Structure Elucidation With ML,Active,,UNIVERSITY OF BRISTOL
1365DBFB-3405-494A-8F03-F22F0B78B317,Biomedical Dual-Action Imaging Probes for Cancer Therapy,Active,,IMPERIAL COLLEGE LONDON
13F7C3C2-56D0-425A-9B24-F2A85448AAE7,Adaptation in the extreme: transgenerational impacts of multistressors in rockpool environments,Active,,UNIVERSITY OF THE HIGHLANDS AND ISLANDS
38F8B7BE-2446-4BE5-9D68-F225EAA61F1B,Breeding European Legumes for Increased Sustainability,Active,,PROCESSORS & GROWERS RESEARCH ORGANISATION
3A8F553A-A0AD-4B23-B9F8-F190872C8755,Studies in machine learning and robotics for automated construction,Active,,UNIVERSITY OF CAMBRIDGE
3B1FEF48-5D7C-46FD-B6B2-F13308B8EDAD,EssNet Pathfinder Plus,Active,,ESSEX COUNTY COUNCIL
3B47B53A-EB89-4BA2-AA9E-F2DB145637CF,How can fiction and poetry be utilized by activists and policy makers to critically assess and improve policy processes and outcomes?,Active,,UNIVERSITY OF SOUTHAMPTON
3B879DFC-4DA9-492A-88E0-F19AEC365CFD,Using Indicators to Advance Multi-(Hazard)-Risk Management,Active,,CARDIFF UNIVERSITY
AF7B1D06-7891-4BA6-93B2-EFCEB1BDF95F,Development of a zero-carbon power generator for construction sites,Active,,CATALSYS LIMITED
B0CCB827-53E3-4D67-ACF0-F071399A1F7D,How users exchange their opinions and spread social support in social networks,Active,,Unknown
8F6B838D-C13A-4757-92C2-EF75DE5886D8,Nexus: Intelligent Manufacturing Systems for Sustainable Bioprocessing,Active,,PHOTOCENTRIC LIMITED
8F90DB91-BB3D-407A-847D-EF45F4CF082B,PhD projects to be confirmed on completion of the training year.,Active,,UNIVERSITY OF WARWICK
FCDD470E-34F0-4D0F-80A7-F0116DA384F4,IRIS Digital Asset - Resource Request to create a FAIR data archive,Active,,UNIVERSITY OF MANCHESTER
FD3AB954-7026-4BB4-A5F2-F06B138E618B,Psychiatric Imaging Programme Transition,Active,,KING'S COLLEGE LONDON
007F2FE8-7A38-4102-B1B2-F11CD7EC4C60,SurfEx: Epithelial Exchange Surfaces - From organizing principles to novel culture models of the gatekeepers of the body,Active,,UNIVERSITY OF CAMBRIDGE
00ED4AD9-7DEB-4948-AE32-F137061F8BF6,Development of tuneable microgels for controlled protein delivery in tissue regeneration,Active,,UNIVERSITY OF GLASGOW
20C9D848-B102-4551-AFA9-F0E55CD6A3AD,Engineering a Benzoic Acid (De)carboxylase for C-H functionalisation of (hetero)aromatic compounds,Active,,KING'S COLLEGE LONDON
213FA04E-4B62-4160-A112-F18D200102AD,The analysis of Molten Salt Reactors,Active,,BANGOR UNIVERSITY
21A247F5-23BA-43B5-A72B-F240D9864CAA,Nambawan Piksa Bilong Papua New Guinea / Papua New Guinea's First Films: Connecting Moving Images from 1904 to Descendant Communities Today,Active,,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE
9A067B9C-172E-4E04-8B61-F03D505A2CB6,"Defining, understanding, and treating lack of motivation in schizophrenia",Active,,UNIVERSITY OF CAMBRIDGE
9B5F9A1C-E10A-4437-9649-EFEC9F0F02E4,Optimized dosing regimens for the combinations of sulfonamides and trimethoprim in veterinary medicine,Active,,ROYAL VETERINARY COLLEGE
